-----(2023-12-18 14:13:49.806987)-----
112010042;17/12/2023;06:29:09
112010030;17/12/2023;06:50:22
112010058;17/12/2023;07:00:57
112010031;17/12/2023;07:44:09
112010042;17/12/2023;08:11:47
112010051;17/12/2023;08:19:39
112010011;17/12/2023;08:32:13
112010057;17/12/2023;08:45:57
112010033;17/12/2023;08:59:20
112010027;17/12/2023;08:59:25
112010032;17/12/2023;08:59:29
112010045;17/12/2023;09:04:32
None;17/12/2023;09:18:02
None;17/12/2023;09:18:06
None;17/12/2023;09:18:12
None;17/12/2023;09:18:15
None;17/12/2023;09:18:22
None;17/12/2023;09:18:28
None;17/12/2023;09:18:34
None;17/12/2023;09:18:39
112010042;17/12/2023;09:27:59
112010011;17/12/2023;09:48:09
112010029;17/12/2023;09:49:42
112010034;17/12/2023;10:49:16
112010029;17/12/2023;12:06:30
112010031;17/12/2023;12:22:22
112010042;17/12/2023;12:29:39
112010003;17/12/2023;12:37:51
112010042;17/12/2023;13:02:30
112010042;17/12/2023;13:41:19
112010049;17/12/2023;14:47:17
112010056;17/12/2023;14:47:23
112010045;17/12/2023;14:49:32
112010030;17/12/2023;14:59:15
112010003;17/12/2023;15:13:30
112010042;17/12/2023;15:23:55
112010042;17/12/2023;16:24:47
112010031;17/12/2023;16:26:27
112010045;17/12/2023;16:36:33
112010003;17/12/2023;16:37:28
112010011;17/12/2023;17:01:06
112010042;17/12/2023;17:01:16
112010057;17/12/2023;17:08:41
112010034;17/12/2023;17:16:11
112010044;17/12/2023;17:17:27
112010031;17/12/2023;17:19:15
112010051;17/12/2023;17:21:51
112010045;17/12/2023;17:30:20
112010049;17/12/2023;19:39:49
112010027;17/12/2023;22:09:12
112010058;17/12/2023;22:54:47
112010049;17/12/2023;23:04:43
112010058;18/12/2023;04:10:15
112010061;18/12/2023;07:03:49
112010058;18/12/2023;07:14:37
112010030;18/12/2023;07:19:59
112010042;18/12/2023;07:36:11
112010042;18/12/2023;07:36:19
112010031;18/12/2023;08:15:37
112010013;18/12/2023;08:23:11
112010034;18/12/2023;08:30:53
112010051;18/12/2023;08:36:38
112010057;18/12/2023;08:52:39
112010027;18/12/2023;08:57:11
112010032;18/12/2023;08:57:16
112010069;18/12/2023;08:58:45
112010044;18/12/2023;09:00:54
112010045;18/12/2023;09:04:50
112010033;18/12/2023;09:08:26
112010042;18/12/2023;09:36:01
112010003;18/12/2023;10:01:04
112010029;18/12/2023;10:23:17
112010004;18/12/2023;10:34:49
112010042;18/12/2023;10:51:49
112010045;18/12/2023;11:23:58
112010003;18/12/2023;11:29:53
112010011;18/12/2023;12:28:41
112010034;18/12/2023;13:11:53
112010069;18/12/2023;13:22:06
112010032;18/12/2023;13:33:17
112010042;18/12/2023;13:53:44
